Grid_ID,Lat,Lon,All_Richness,Widespread_Richness,Intermediate_Richness,Restricted_Richness,Highly_restricted_Richness,Continent,TEMPR,PREC,TEMP,AREA,PERIMETER,Hw,TEMPLGM,PRECLGM,ALTR,ALTM,HII,MDE_Continent,MDE_Globe,TEMPWATER
2294,-15.4840002,46.5,37,23,6,5,3,Africa,17.32731264,1557.05396,26.5559754,0.001964738,2.955445792,0.012245026,-2.854251756,-904.2177778,163,48.64163823,16.91504932,14.74,10.79,27.20096403
2295,-15.4840002,47.5,21,18,,2,1,Africa,18.70797988,1512.932639,26.32678923,0.014230641,16.1691679,-0.738590155,-3.338454302,-1423.524583,273,75.6010929,18.33004072,15.14,10.97,26.98498393
2296,-15.4840002,48.5,10,6,2,2,,Africa,17.13913195,1541.741875,24.08855265,0.002729982,2.485336955,0.028678958,-3.324447343,-1510.128958,1140,391.9930556,16.93208333,15.07,10.77,23.59341218
2297,-15.4840002,49.5,19,14,2,2,1,Africa,15.12023729,2187.433174,21.49434981,3.63E-05,0.115500001,0.000371235,-2.958027497,-1317.141875,1136,661.7062374,14.36649129,14.38,10.37,20.22760881
2298,-15.4840002,50.5,16,10,3,1,2,Africa,12.64219877,2930.389783,23.21191082,7.00E-05,0.146000004,0.000669691,-2.440878158,-864.481875,931,245.1623932,13.12124025,12.78,10.02,23.24790946
2301,-15.4840002,124.5,37,25,8,2,2,Australasia,18.93947318,1224.445928,27.32383061,0.000176937,0.211500007,0.001528689,-2.105665479,-10.14493056,325,79.31756757,3.605495953,25.11,33.18,28.38811591
2303,-15.4840002,126.5,72,40,22,8,2,Australasia,26.05221522,1042.859028,26.03240363,1.26E-05,0.041500004,0.000141765,-1.677528959,27.50881944,326,384.2604167,2.323055556,28.05,35.49,27.47390627
2304,-15.4840002,127.5,46,31,14,1,,Australasia,24.84914119,890.9497277,27.51325962,0.0038925,2.02050001,0.021598329,-1.67966176,10.92965278,455,256.2326389,3.229403955,30.98,36.7,28.36079742
2305,-15.4840002,128.5,133,92,39,2,,Australasia,23.38676078,841.0710872,28.26239452,0.017183774,18.07632985,0.069831243,-1.854993616,-2.47875,428,74.68411867,7.205739546,33.72,38.08,29.20248171
2306,-15.4840002,129.5,112,75,28,9,,Australasia,22.86125981,886.9630974,27.81522359,0.017922856,7.88297712,-0.925024759,-2.092789596,-13.19493056,326,87.70506108,5.143630664,33.75,38.29,29.25208512
2307,-15.4840002,130.5,107,65,32,10,,Australasia,23.48519445,905.0522222,27.56927836,0.004346569,1.248487639,-0.052116612,-2.239547443,-11.80430556,330,120.8020833,5.248333333,34.62,38.95,29.14524667
2308,-15.4840002,131.5,40,30,10,,,Australasia,23.41340281,869.6868056,27.10458507,6.88E-06,0.025999998,8.17E-05,-2.36316501,-10.40236111,262,189.9427083,4.731111111,33.52,39.23,29.05191969
2309,-15.4840002,132.5,38,28,9,1,,Australasia,24.19827082,822.97,26.68256886,9.68E-05,0.172499998,0.000894812,-2.500913035,-12.17180556,99,191.9149306,2.279444444,37.93,41.69,28.99108334
2310,-15.4840002,133.5,52,37,13,2,,Australasia,24.87248609,856.6026389,26.95663598,9.28E-05,0.174000002,0.00086124,-2.6373243,-18.51805556,179,171.3645833,2.918888889,40.82,43.7,28.78964418
2311,-15.4840002,134.5,58,36,20,2,,Australasia,24.97465982,807.3848611,27.33502287,1.97E-05,0.042,0.000213939,-2.647250608,-2.315555556,223,122.4131944,3.228611111,43.54,45.32,28.56463067
2312,-15.4840002,135.5,94,55,32,7,,Australasia,24.08336705,829.8222022,27.2028974,0.005591476,3.985721366,0.029000259,-2.609233822,13.92868056,265,59.99266055,3.230573248,43.37,45.84,28.33277158
2313,-15.4840002,136.5,61,34,24,3,,Australasia,23.07092184,920.8912493,27.07034038,0.004351343,4.966837394,0.02365943,-2.603725405,22.22354167,74,16.49034749,5.891744548,42.08,45.87,27.70734356
2314,-15.4840002,137.5,20,14,6,,,Australasia,20.12335183,1040.64011,26.89883242,0.000943174,1.230835866,0.006570395,-2.64864702,35.35451389,19,8.47826087,4,41.39,44.88,26.45887426
2315,-15.4840002,141.5,67,44,17,5,1,Australasia,20.28738506,1201.091076,26.96706914,0.000886375,2.021000017,0.006229772,-3.122738427,90.85847222,28,11.08305648,7.614823133,40.28,43.7,28.23697809
2316,-15.4840002,142.5,50,29,18,3,,Australasia,20.6951805,1181.133681,26.79813829,2.00E-05,0.071000002,0.000216396,-2.749692089,132.6231944,121,57.22916667,3.639722222,42.81,45.1,28.39981133
2317,-15.4840002,143.5,65,32,25,7,1,Australasia,20.74661115,1101.388056,26.07084777,3.22E-05,0.105499994,0.000332945,-2.39208538,158.5706944,246,146.3854167,3.959513889,43.1,44.97,27.58637833
2318,-15.4840002,144.5,120,79,33,7,1,Australasia,17.11280556,1246.343611,25.54728615,0.000394125,0.657999979,0.003089484,-2.155934612,189.6209722,554,185.2100694,4.507777778,39.85,43.73,26.94417996
2319,-15.4840002,145.5,142,91,42,8,1,Australasia,13.45403217,1928.139561,24.79063247,0.000517714,0.867388548,0.003917071,-2.018772253,257.1475,608,161.7835052,8.314835787,34.04,41.51,25.5365121
2320,-15.4840002,166.5,21,21,,,,island,9.93774241,3279.986036,23.67767166,4.12E-06,0.023499997,5.11E-05,-1.788051638,233.3922917,1198,359.2283465,16.46467991,1.39,1.39,23.18613039
2321,-15.4840002,167.5,3,3,,,,island,9.722281267,3039.067866,24.69436667,0.000367125,0.234500006,0.002903888,-1.763720734,214.4143056,1354,179.8913043,15.90060501,1.48,1.48,24.01834272
2337,-14.4840002,-75.5,2,2,,,,South America,16.82856243,34.25591449,18.29507094,5.75E-06,0.021000003,6.94E-05,-2.077561343,13.82916667,3409,798.8173077,13.52569015,31.85,36.37,20.50548629
2338,-14.4840002,-74.5,4,2,1,1,,South America,18.85759721,550.1267361,9.044809606,0.000493173,0.694888542,0.003755342,-2.034070027,55.653125,3925,3364.538194,8.944652778,36.48,40.25,11.48272113
2339,-14.4840002,-73.5,2,1,1,,,South America,20.94506945,848.6579861,6.117408855,0.004193313,3.774999983,0.022955301,-2.080369791,82.42645833,2051,4130.734375,12.61013889,39.21,44,7.201204515
2340,-14.4840002,-72.5,3,1,1,1,,South America,22.70906945,861.6595833,4.655673324,0.001529625,1.542000002,0.00991615,-2.2234647,66.58270833,1888,4420.125,14.38958333,41.94,46.73,5.343514979
2341,-14.4840002,-71.5,9,5,2,2,,South America,24.69323611,879.9261111,5.662658278,0.008653674,2.630444271,0.041102971,-2.359633681,35.83194444,1532,4203.850694,19.05972222,44.81,49.36,5.996880306
2342,-14.4840002,-70.5,5,4,1,,,South America,24.33403473,824.4010417,5.166244791,0.00397005,3.818499986,0.021950315,-2.435525751,-59.151875,1283,4365.447917,16.96208333,46.51,51.89,5.028431038
2343,-14.4840002,-69.5,23,13,4,5,1,South America,20.47970833,1038.141736,8.456698204,0.007188951,6.663444265,0.035478985,-2.632514468,-159.5508333,4189,3841.684028,13.92465278,49.01,55.12,7.735900224
2344,-14.4840002,-68.5,57,41,13,3,,South America,15.82968054,1511.719375,19.43512124,1.75E-05,0.044999996,0.000191683,-2.738392936,-326.4170139,4473,1623.664931,6.109791667,50.09,56.91,17.07800484
2345,-14.4840002,-67.5,76,60,15,1,,South America,15.78668044,1844.157222,24.91730671,0.019358415,7.149368975,-2.725324766,-2.800622053,-572.314375,1081,356.03125,6.968541667,50.63,58.66,23.90129345
2346,-14.4840002,-66.5,97,72,23,1,1,South America,16.15474315,1795.558264,25.90877518,0.015706708,10.69738852,0.065240442,-2.778183861,-683.264375,85,175.0902778,6.372569444,51.16,60.09,25.85775645
2347,-14.4840002,-65.5,50,36,13,1,,South America,16.63709012,1758.953889,25.83500722,0.032556335,20.33861863,-0.677517017,-2.660630259,-616.5897222,31,155.0833333,6.820694444,50.33,61.14,26.72657829
2348,-14.4840002,-64.5,68,49,17,2,,South America,16.17898594,1668.826319,25.89202861,0.034073758,13.04444665,-1.738231105,-2.497288719,-575.3115278,45,159.8107639,12.63368056,50,61,26.93623066
2349,-14.4840002,-63.5,10,9,1,,,South America,15.73003468,1424.773194,25.72440595,0.022268418,8.316040202,-1.287094792,-2.360166674,-557.4197917,228,190.9045139,7.371527778,46.22,59.4,25.66817062
2350,-14.4840002,-62.5,17,14,3,,,South America,16.05426398,1327.334931,25.57256358,0.00042775,0.243500004,0.003318045,-2.337616262,-557.1361806,153,209.2743056,6.005555556,50.09,63.73,25.44071015
2351,-14.4840002,-61.5,133,81,46,4,2,South America,16.65036101,1412.091806,25.48389522,0.001544937,0.860000008,0.010000028,-2.413917809,-517.3895833,165,219.7239583,7.021458333,46.96,62.46,25.57373015
2352,-14.4840002,-60.5,73,47,22,2,2,South America,17.58133331,1577.044236,24.80904397,0.000241875,0.473000002,0.002014115,-2.530241106,-450.6086111,651,377.4635417,4.924513889,50.72,65.5,24.76559919
2353,-14.4840002,-59.5,7,7,,,,South America,18.44040275,1703.697292,24.44796818,0.000197279,0.380611432,0.001682963,-2.648203712,-398.4152778,542,451.4045139,8.765069444,51.85,66.54,24.51953943
2354,-14.4840002,-58.5,3,3,,,,South America,19.02749992,1783.696389,23.55352488,0.000423912,0.434304703,0.003292093,-2.768402516,-567.1409722,558,615.0034722,11.07097222,52.09,66.8,24.38994791
2355,-14.4840002,-57.5,13,10,2,1,,South America,18.11055539,1731.441042,24.25746381,0.000820362,0.957005586,0.005829298,-2.893635714,-696.4590972,507,381.1840278,12.61388889,52.08,68.29,25.63164556
2356,-14.4840002,-56.5,25,14,9,2,,South America,17.47176377,1604.719306,24.22535589,0.010702828,1.206147078,0.003253747,-3.081632247,-812.7165278,345,340.4010417,14.67784722,51.93,67.31,25.8417005
2357,-14.4840002,-55.5,7,6,,,1,South America,17.86505551,1632.890556,23.71417969,0.019137728,6.925284884,0.07563332,-3.404890921,-1036.991597,435,416.4809028,12.71048611,51.23,66.72,25.65642932
2358,-14.4840002,-54.5,6,3,1,2,,South America,19.51749992,1770.286736,23.0634459,9.50E-05,0.193999998,0.000879855,-3.847705739,-1229.936806,410,531.7690972,10.22694444,50.77,64.83,24.93726404
2360,-14.4840002,-52.5,107,64,34,7,2,South America,20.31273605,1559.096875,24.39467939,0.000152952,0.449055727,0.00134374,-4.730257213,-1302.866111,317,360.5746528,9.155486111,51.66,64.26,25.93187904
2361,-14.4840002,-51.5,18,7,7,2,2,South America,19.12311799,1551.530208,25.43350375,0.008440102,4.764202691,-1.501478727,-5.154839179,-1279.415556,69,255.1371528,5.546527778,51.75,63.16,26.92647693
2362,-14.4840002,-50.5,16,11,2,1,2,South America,17.91059022,1567.918333,25.48912789,0.00794215,5.529660589,-0.579822308,-5.584027499,-1368.750972,316,299.3472222,11.74951389,53.85,63.23,26.80050667
2363,-14.4840002,-49.5,56,34,17,4,1,South America,16.99690276,1534.225139,24.59128935,0.008804505,5.655129981,0.041667247,-5.957248,-1677.325556,587,476.8923611,17.68527778,54.46,61.9,25.85247718
2364,-14.4840002,-48.5,59,41,14,3,1,South America,16.2507916,1506.874444,23.69629688,0.075757477,25.69710226,0.19546932,-6.3723773,-1916.634444,732,631.3611111,10.73979167,54.37,61.32,25.35240727
2365,-14.4840002,-47.5,118,61,43,14,,South America,16.23801381,1502.233403,22.78133073,0.00464675,2.667999969,0.024960423,-7.002669005,-1944.01875,1072,814.8697917,10.83180556,54.29,59.64,23.94252495
2366,-14.4840002,-46.5,74,50,20,4,,South America,16.72846527,1344.011875,23.82150983,0.000926062,1.355000005,0.006468147,-7.713987559,-1481.621389,591,681.5572917,15.66743056,54.51,59.09,24.73486289
2367,-14.4840002,-45.5,20,15,4,1,,South America,17.68822911,1229.188681,22.87321469,0.000171959,0.301667175,0.001490586,-8.07866351,-1344.247014,297,808.1267361,10.66729167,54.44,57.2,24.2662446
2368,-14.4840002,-44.5,35,27,5,3,,South America,18.09054852,976.5235417,23.53556713,8.80E-05,0.183978932,0.073260244,-7.610516827,-1086.228056,363,627.96875,15.78631944,53.37,54.26,25.30228618
2369,-14.4840002,-43.5,35,27,7,1,,South America,17.32189582,780.8428472,24.23216204,0.008468177,3.691147681,-1.801527114,-6.354648976,-785.7011111,633,502.6684028,19.75076389,52.26,52.05,26.2573343
2370,-14.4840002,-42.5,70,46,19,4,1,South America,16.32138883,783.3165972,22.37529745,0.003107611,3.203555697,0.01794304,-4.780183724,-696.7909722,638,718.5208333,22.92368056,49.56,49.66,24.70364832
2371,-14.4840002,-41.5,14,12,2,,,South America,15.73411803,583.4430556,22.72780932,0.001373563,1.958555716,0.009052257,-3.289163754,-535.9867361,619,565.4600694,23.18715278,47.17,47.21,24.55185103
2372,-14.4840002,-40.5,28,24,4,,,South America,13.53222222,704.03125,20.8981033,0.000605914,0.594060011,0.34645714,-2.400610251,-547.4280556,688,665.8975694,18.94972222,43.35,43.69,22.96333386
2373,-14.4840002,-39.5,152,105,38,8,1,South America,10.91014284,1460.09226,23.26238715,0.011128977,4.654621767,-5.098016042,-1.880041681,-706.5461111,601,198.4115587,20.20997375,40.03,40.33,24.21318901
2374,-14.4840002,-38.5,17,10,7,,,South America,9.510399902,2356.568,24.62380006,0.001686857,0.494657375,0.379042038,-1.587663172,-733.1978472,67,14.54545455,21.9010989,33.47,36.39,25.60748152
2375,-14.4840002,12.5,12,8,2,2,,Africa,14.94279659,298.2411219,24.57738515,7.75E-06,0.0165,9.12E-05,-1.610759554,25.88319444,955,468.9245742,7.560368384,17.84,33.62,23.92201804
2376,-14.4840002,13.5,21,15,4,2,,Africa,16.27584721,751.7509722,22.01007784,0.0001205,0.149499998,0.001087375,-1.431469035,35.52875,1791,1087.404514,12.10888889,20.92,35.3,23.28947932
2377,-14.4840002,14.5,17,9,4,3,1,Africa,21.91065972,1023.324653,19.96387963,0.000211375,0.343999998,0.001788629,-1.461164331,-1.058194444,913,1368.939236,16.96333333,23.29,37.38,22.71428504
2378,-14.4840002,15.5,25,15,7,2,1,Africa,23.16635415,1000.734792,20.37402953,0.002383104,1.159654814,0.011400555,-1.764389489,-37.34784722,540,1388.706597,16.89361111,24.72,39.18,22.88783695
2379,-14.4840002,16.5,43,26,12,4,1,Africa,24.52022218,994.9623611,20.09365277,0.000984955,0.863763974,0.00282728,-2.275496225,-35.00930556,377,1487.501736,12.74041667,25.89,40.36,21.85725294
2380,-14.4840002,17.5,5,3,1,1,,Africa,25.32465276,1012.993472,19.52099566,5.60E-05,0.170999997,0.000548249,-2.842254344,-13.08763889,318,1459.387153,8.015902778,26.39,41.66,20.88904713
2382,-14.4840002,19.5,2,2,,,,Africa,24.94870138,937.9243056,19.97516755,5.15E-05,0.115499992,0.000508507,-3.114247391,26.10375,322,1280.411458,7.201111111,26.36,43.5,21.66004574
2383,-14.4840002,20.5,3,3,,,,Africa,24.71437499,920.04,19.93399335,3.68E-05,0.116555715,0.000375332,-2.762454266,27.07506944,249,1221.180556,8.032222222,25.06,44.21,21.71380359
2385,-14.4840002,22.5,4,3,,1,,Africa,26.35404864,976.8696528,21.62399478,0.01290134,21.29117166,0.0561263,-2.069652203,12.67305556,52,1043.585069,9.437847222,23.87,45.64,23.80121449
2386,-14.4840002,23.5,2,1,,1,,Africa,26.0497223,947.2135417,21.62193576,0.006768546,7.420155155,-0.79943882,-2.030075165,-11.88013889,116,1061.059028,11.97756944,24.4,47.61,23.77291297
2387,-14.4840002,24.5,8,6,2,,,Africa,26.02708324,880.6131944,20.6466681,0.000109437,0.245499997,0.000998087,-2.111300385,-35.17520833,171,1161.527778,10.52444444,25.47,48.48,22.37086191
2388,-14.4840002,25.5,3,1,2,,,Africa,26.9300902,886.8875694,20.61657089,0.00108206,0.584542664,0.338839397,-2.187377911,-59.39625,156,1156.678819,9.546111111,26.95,49.93,22.79600057
2389,-14.4840002,26.5,2,1,,1,,Africa,26.35171522,938.2471528,20.65629832,0.004518686,2.276513925,-1.7856445,-2.268576711,-75.66395833,260,1167.048611,12.78375,30.25,53.16,23.074859
2391,-14.4840002,28.5,6,5,1,,,Africa,24.87779159,886.7109722,20.80697019,0.003939548,3.804823844,0.015846181,-2.392663776,-104.235,736,1128.861111,18.76458333,34.33,55.86,22.40289593
2392,-14.4840002,29.5,2,,1,1,,Africa,24.53487498,905.8972917,21.9013614,0.00571776,3.617805302,0.025741519,-2.4214103,-121.1715278,1003,934.6145833,12.64618056,34.9,55.62,22.89364855
2394,-14.4840002,31.5,2,2,,,,Africa,23.16200693,1038.230069,21.65736632,6.45E-05,0.138000002,0.000622351,-2.576743048,-186.8441667,482,981.9392361,12.92701389,33.65,55.37,22.52692418
2395,-14.4840002,32.5,1,1,,,,Africa,23.64838193,1051.853958,22.82853761,1.86E-05,0.044,0.000202227,-2.580823231,-208.3885417,833,824.4340278,11.32256944,32.36,53.63,23.30752489
2396,-14.4840002,33.5,4,3,1,,,Africa,21.34065277,960.0597222,20.87440335,0.000196611,0.206944278,0.001677935,-2.584354452,-208.8641667,1093,1065.928819,13.73722222,30.43,52,21.89550537
2397,-14.4840002,34.5,29,22,6,1,,Africa,19.00309027,969.05875,21.09573525,0.087048336,2.707888515,0.212510382,-2.467344917,-234.3786806,1232,984.1961806,19.40848605,28.17,50.99,21.79521399
2398,-14.4840002,35.5,15,12,1,2,,Africa,18.83736113,1000.994236,22.61725665,0.106499142,6.333611465,0.238517432,-2.260345227,-256.9479861,971,699.171875,16.89049808,25.27,48.06,23.45936878
2399,-14.4840002,36.5,5,4,1,,,Africa,20.96420138,1006.125486,23.50904775,1.18E-05,0.031499998,0.000133382,-2.086318882,-298.4390972,810,650.5260417,12.97083333,22.5,45.83,24.00446121
2400,-14.4840002,37.5,7,5,1,1,,Africa,20.83003473,1007.963611,23.47759316,0.00226726,1.0956828,-0.063146265,-1.939601831,-296.4667361,654,560.2083333,10.52805556,19.75,42.56,24.63591756
2401,-14.4840002,38.5,4,2,1,1,,Africa,18.76175698,1058.490486,24.28768433,0.003911935,1.951109569,0,-1.857308119,-236.8036806,789,468.2517361,12.70173611,15.28,37.61,24.87472292
2402,-14.4840002,39.5,2,1,,1,,Africa,16.41538184,1024.776875,24.40359374,0.000758274,0.488340258,0.300705129,-1.808905959,-154.5169444,381,352.5069444,12.86430556,14.88,37,25.20466485
2403,-14.4840002,40.5,7,5,2,,,Africa,15.03500089,883.5239059,24.87746408,0.000464181,0.864055711,0.003562697,-1.799227698,-80.28305556,306,124.6911111,15.34598874,12.55,34.03,26.30709714
2404,-14.4840002,47.5,16,13,2,,1,Africa,14.85018874,1610.283161,26.17353593,0.014240213,2.734783059,-0.960702876,-3.250665505,-1351.688819,209,57.11004785,15.17393435,13.89,10.23,26.72226051
2405,-14.4840002,48.5,51,34,5,10,2,Africa,16.31571257,1582.063046,22.108633,0.00477004,5.081696587,0.394825913,-3.321180264,-1586.870903,2583,758.6052174,15.87791064,14.29,10.62,22.30915395
2406,-14.4840002,49.5,39,31,5,3,,Africa,15.16825693,1908.909028,20.9934346,0.000901591,0.554043465,0.374537004,-2.930968461,-1175.158681,2239,869.3611111,14.38916667,13.71,10.44,20.10715029
2407,-14.4840002,50.5,6,3,3,,,Africa,12.98394021,2564.476587,24.66010957,0.001841835,1.070183438,0.378014025,-2.273100664,-695.6067361,588,67.45384615,23.07280883,12.32,10.03,23.1603301
2411,-14.4840002,125.5,91,49,21,16,5,Australasia,20.98242404,1353.514484,27.048211,4.40E-05,0.0745,0.000441378,-1.884292195,3.559791667,379,111.3171521,4.72917418,25.4,33.88,28.31970246
2412,-14.4840002,126.5,109,52,34,15,8,Australasia,23.09385583,1186.650392,27.05394102,0.000203562,0.637999996,0.001730187,-1.73894821,22.11604167,370,150.9817851,4.061080658,25.67,34.27,28.1858611
2413,-14.4840002,127.5,40,22,12,4,2,Australasia,23.05211705,1033.189989,27.35484754,0.00030475,0.7895,0.002467262,-1.756240456,6.347569444,401,183.0242915,0.986246226,28.36,35.61,28.08018121
2414,-14.4840002,128.5,31,23,8,,,Australasia,21.19548568,937.1545828,28.07773884,0.013827226,12.17867018,0.059195956,-1.895164099,-17.33881944,187,27.4609375,6.786434464,31.73,37.02,28.35640612
2415,-14.4840002,129.5,99,67,24,7,1,Australasia,19.61898274,1367.973903,27.49419533,0.015973179,15.66562623,-0.428919439,-2.123712099,-28.83631944,154,25.59347181,3.120204604,32.89,37.68,28.80448058
2416,-14.4840002,130.5,103,68,30,5,,Australasia,21.99421528,1211.650347,26.94624448,0.000969466,0.359601957,0.347744892,-2.276668388,-15.34138889,312,163.1180556,1.433611111,34.26,39.12,28.39446334
2417,-14.4840002,131.5,78,59,17,2,,Australasia,22.91388196,1042.366667,27.08753964,7.07E-05,0.120500001,0.000675578,-2.363477736,-3.759375,259,142.8194444,4.430555556,35.96,40,28.99166723
2418,-14.4840002,132.5,136,79,40,17,,Australasia,22.87138185,987.3031944,27.04898089,0.0004885,0.405500008,0.003724408,-2.509266197,-2.284861111,251,196.1927083,6.285347222,38.17,41.32,28.79412151
2419,-14.4840002,133.5,88,62,25,1,,Australasia,23.62876388,939.6197222,27.254693,3.88E-05,0.110499997,0.00039421,-2.638019964,-17.31229167,330,159.0069444,3.794722222,38.57,42.76,28.68949128
2420,-14.4840002,134.5,88,60,24,4,,Australasia,23.51830559,854.8644444,27.54456019,2.26E-05,0.083500003,0.000241401,-2.647552932,4.298125,209,83.61979167,5.242638889,39.14,42.46,28.53660312
2421,-14.4840002,135.5,32,24,6,2,,Australasia,22.52471142,893.7736721,27.26913239,0.01320369,11.09572285,0.057135786,-2.594228311,10.30159722,79,23.42063492,6.460516115,39.45,43.09,28.3673205
2422,-14.4840002,136.5,58,33,21,4,,Australasia,17.23882118,1127.493914,26.70734569,0.000874597,0.833888556,0.006158691,-2.583169541,37.53777778,135,37.80952381,7.564796905,37.95,42.76,26.83217096
2423,-14.4840002,141.5,44,31,10,3,,Australasia,18.54124043,1349.256535,26.72652282,0.002237875,3.42127712,0.013656023,-3.0849294,105.3367361,43,17.55426357,3.524271845,37.05,41.07,28.48429877
2424,-14.4840002,142.5,44,17,22,5,,Australasia,18.73386797,1295.916944,26.28466694,0.000143125,0.333999995,0.001266913,-2.71775405,145.0413194,243,100.984375,2.010833333,39.47,42.61,28.19952997
2425,-14.4840002,143.5,103,55,35,12,1,Australasia,19.07431944,1242.285554,25.84843111,0.000580687,1.468999987,0.004326875,-2.36929078,177.3064583,341,126.6137255,4.979526295,39.11,42.44,27.36574058
2426,-14.4840002,144.5,88,59,25,3,1,Australasia,15.91807331,1388.915108,26.11616273,0.004394875,5.648999979,0.023852376,-2.177004607,182.7027778,355,64.3489011,5.484658041,36.86,41.3,26.96984365
2427,-14.4840002,145.5,27,17,10,,,Australasia,12.4869085,1792.600946,25.56771813,0.000918473,1.672611435,0.006422698,-1.997062886,225.3690278,330,63.1,9.496050553,29.39,38.16,25.5555246
2429,-14.4840002,167.5,1,1,,,,island,8.792609741,3498.685912,24.79238839,0.001460062,0.281000001,0.009533151,-1.755146964,263.1826389,508,151.6875,14.88723404,1.37,1.37,25.20295925
2431,-13.4840002,-176.5,24,20,4,,,island,6.472815541,3004.718447,26.87811474,7.44E-06,0.014999999,8.78E-05,-1.772725576,258.0892361,54,19.4,0,0.04,0.04,NA
2433,-13.4840002,-171.5,24,23,1,,,island,7.456449961,3586.30031,24.70055468,0.000159313,0.092999999,0.001393131,-1.792041526,261.064375,856,229.4827586,0,0.05,0.05,NA
2435,-13.4840002,-76.5,13,13,,,,South America,15.4771367,32.50802011,18.95940668,3.99E-05,0.111000002,0.000403924,-2.037757832,2.889097222,2618,349.4764398,22.13404508,30.81,34.97,19.11050002
2436,-13.4840002,-75.5,5,4,1,,,South America,17.36747223,395.4973611,10.31973409,0.004395875,2.247999986,0.023856803,-2.082968749,32.18159722,4621,2936.699653,13.18333333,35.77,38.83,12.3922392
2437,-13.4840002,-74.5,3,1,1,,1,South America,19.12936807,811.1709722,7.401445602,0.000668452,0.667611444,0.004886747,-2.153485531,70.640625,2287,3995.420139,13.90597222,39.13,42.35,6.525455822
2438,-13.4840002,-73.5,2,1,1,,,South America,17.86949305,975.6923611,12.55664815,0.001725849,1.723775547,0.292590848,-2.22970515,52.29965278,3689,3225.388889,17.19652778,41.83,45.51,9.841002161
2439,-13.4840002,-72.5,42,30,6,5,1,South America,19.4980764,976.7697222,10.20396644,0.000772777,0.730944273,0.005537352,-2.290758394,33.01090278,3534,3637.494792,18.63111111,44.24,47.29,8.658325363
2440,-13.4840002,-71.5,33,21,7,4,1,South America,20.61153474,1015.952222,9.569039064,0.003717542,2.287500004,0.020798503,-2.349469625,-160.1851389,4751,3630.472222,17.05847222,45.27,49.63,8.367875898
2441,-13.4840002,-70.5,26,21,4,1,,South America,17.32965279,2879.685347,15.36986024,0.005712981,5.101513271,-0.183981861,-2.448807031,-757.6906944,5108,2337.126736,7.867847222,46.79,51.65,12.23383627
2442,-13.4840002,-69.5,9,8,1,,,South America,14.64629863,2899.495278,22.42965654,0.00640799,1.647755415,-0.266081543,-2.598061311,-596.8851389,4169,846.1458333,6.123680556,48.71,54.2,20.05132261
2443,-13.4840002,-68.5,44,31,13,,,South America,15.02934704,2115.746319,24.62377632,3.54E-05,0.172000002,0.000362576,-2.815455399,-468.0579861,1388,384.71875,4.998263889,49.62,56.84,23.93466123
2444,-13.4840002,-67.5,56,39,14,2,1,South America,15.75153465,1824.924306,25.68657057,0.023928066,14.12704505,-4.604714183,-2.954796126,-624.2511111,156,186.3541667,4.794861111,49.58,57.8,26.79169146
2445,-13.4840002,-66.5,9,6,3,,,South America,16.24179167,1692.946667,26.18100288,0.036322803,14.98417043,0.464588413,-2.952091516,-698.1595139,34,161.8298611,5.619583333,49.71,59.04,26.60890817
2446,-13.4840002,-65.5,26,19,6,1,,South America,16.170514,1612.842778,26.33494477,0.078159286,28.5302739,-6.909648404,-2.839879106,-524.4953472,35,145.0243056,7.082986111,49.97,60.03,27.43175324
2447,-13.4840002,-64.5,6,4,2,,,South America,15.97107643,1508.312222,26.26376187,0.055220295,37.38997899,-2.127591786,-2.690532711,-452.6159722,24,140.71875,6.408472222,49.14,60.54,26.63595889
2448,-13.4840002,-63.5,4,4,,,,South America,15.56145148,1435.827986,25.88627167,0.043005826,32.80320423,-11.57851498,-2.581955425,-502.6034722,83,152.2291667,7.969583333,46.2,59.34,26.28711958
2450,-13.4840002,-61.5,63,37,20,5,1,South America,17.09070129,1578.144514,25.4336351,0.00494677,5.895388499,0.026262505,-2.654143206,-543.9049306,236,187.0017361,6.552083333,47.6,61.84,26.4352604
2451,-13.4840002,-60.5,86,53,28,4,1,South America,18.09522919,1800.665417,24.86513337,0.00029325,0.461000008,0.002385438,-2.773500878,-551.330625,493,308.2552083,7.406736111,50.49,65.33,25.60483595
2452,-13.4840002,-59.5,1,,,1,,South America,19.14573605,1930.348056,23.77809548,0.000434183,0.470377473,0.003361464,-2.896671569,-595.3340278,422,534.6857639,6.739791667,51.51,66.11,24.5312425
2453,-13.4840002,-58.5,6,3,3,,,South America,20.05592356,1990.718056,23.85490103,0.00035113,0.497632338,0.00279301,-2.99811631,-681.8088194,285,518.4097222,9.157986111,51.64,66.23,25.02779042
2454,-13.4840002,-57.5,13,7,5,1,,South America,18.87361096,2013.394306,24.05420543,0.000212063,0.292000001,0.001793758,-3.092974839,-697.0560417,310,453.6579861,8.881319444,52.19,67.27,25.00024519
2455,-13.4840002,-56.5,12,10,1,1,,South America,17.65435401,1946.848681,24.27325665,7.50E-05,0.190999995,0.000712352,-3.232795724,-865.1815278,213,380.9947917,7.656527778,51.61,65.58,25.22332453
2456,-13.4840002,-55.5,4,2,2,,,South America,18.68488187,1841.752431,23.90297859,0.0001755,0.333000007,0.001517701,-3.49746727,-1219.535278,199,439.65625,9.9775,50.03,64.66,25.0513244
