Grid_ID,Lat,Lon,All_Richness,Widespread_Richness,Intermediate_Richness,Restricted_Richness,Highly_restricted_Richness,Continent,TEMPR,PREC,TEMP,AREA,PERIMETER,Hw,TEMPLGM,PRECLGM,ALTR,ALTM,HII,MDE_Continent,MDE_Globe,TEMPWATER
7283,25.5160007,56.5,9,8,,1,,Asia,25.65100141,238.6968075,25.99840785,0.000101472,0.253555723,0.000933112,-2.194985523,-165.6959028,1439,405.5462963,20.49198813,2.1,1.94,27.66639388
7290,25.5160007,63.5,1,,1,,,Asia,29.0020406,187.2748549,26.14950757,0.001540687,1.881999997,0.009976763,-1.782575231,-18.31701389,931,224.2816229,15.94972284,0.07,0.04,28.38419501
7295,25.5160007,68.5,2,1,1,,,Asia,32.27563884,166.2359722,26.9372066,0.026843177,21.99215277,-4.484838121,-0.344633134,69.90756944,153,35.44791667,26.28104167,5.44,10.47,28.06553524
7302,25.5160007,75.5,8,7,,1,,Asia,32.67968049,698.975625,26.20527575,0.028037289,17.83509023,0.100211436,3.911938955,247.6239583,330,335.7482639,24.96236111,21.27,31.45,27.68793764
7303,25.5160007,76.5,3,3,,,,Asia,33.89846532,772.9698611,26.17722917,0.006514466,4.809055717,0.032792061,3.858076073,296.28625,242,265.8489583,25.37368056,22.1,33.03,27.25282622
7304,25.5160007,77.5,6,6,,,,Asia,33.92395824,860.8473611,25.43723234,0.016391943,10.17948018,-1.583888611,3.666555311,325.7897917,269,391.546875,19.59340278,24.4,35.82,26.85597893
7305,25.5160007,78.5,1,1,,,,Asia,34.87943743,902.0842361,25.95699074,0.020348006,14.99170256,-0.081312922,3.184061555,301.8511806,314,249.8020833,24.11569444,25.67,38.31,27.41234205
7306,25.5160007,79.5,1,,,1,,Asia,34.67582629,887.7240972,26.00253615,0.020676061,12.14893652,-3.499808724,2.151300305,260.5715278,159,176.90625,23.93256944,26.75,39.46,27.19584876
7307,25.5160007,80.5,1,1,,,,Asia,33.90768052,897.8817361,26.12968257,0.01315337,6.661143666,-8.167688944,0.669172139,209.4755556,264,134.8576389,27.12347222,27.76,41.21,26.81128186
7308,25.5160007,81.5,6,6,,,,Asia,32.82666657,923.1686806,25.92457982,0.02238283,10.00047403,-13.37827117,-0.708470235,162.9913194,179,111.0902778,28.30326389,28.4,42.39,26.43698
7309,25.5160007,82.5,8,7,1,,,Asia,32.15892365,975.7679167,25.96519877,0.014212223,5.695866322,-5.076527433,-1.326066254,122.9104861,84,91.14409722,27.99486111,28.55,43.03,26.48709248
7310,25.5160007,83.5,3,3,,,,Asia,31.3561875,1023.567014,26.02845487,0.014035253,6.872118491,-5.190262999,-1.535281601,78.57076389,51,75.09722222,27.63215278,27.57,42.13,26.57907186
7311,25.5160007,84.5,2,2,,,,Asia,30.54834721,1012.210694,25.77133098,0.024858724,11.7284098,-12.65201221,-1.773354124,2.609375,51,68.63368056,27.28715278,27.48,43.1,26.13919327
7312,25.5160007,85.5,7,6,1,,,Asia,29.12527092,995.01125,25.43977862,0.05360107,35.11268294,-6.754305902,-2.081287615,-76.88965278,69,53.42881944,28.150625,25.98,42.04,26.03786776
7313,25.5160007,86.5,6,5,1,,,Asia,27.42752089,1102.573194,25.41059314,0.045484759,36.73360904,-12.28114223,-2.446653934,-113.4215278,286,52.54861111,27.71513889,26.89,43.74,25.57062278
7314,25.5160007,87.5,2,2,,,,Asia,26.11595829,1351.079514,25.25229453,0.036278342,18.94565979,-10.01597954,-2.944337944,-174.5241667,209,44.34548611,27.90430556,26.29,43.26,25.1491714
7315,25.5160007,88.5,7,7,,,,Asia,24.09611113,1728.698264,25.0493472,0.021569301,13.5392156,-3.247151515,-3.470903327,-195.8686111,33,34.26388889,27.85256944,26.84,44.44,25.00099193
7316,25.5160007,89.5,1,1,,,,Asia,22.07145816,2294.444306,24.97719734,0.087079284,31.23033684,-32.62530218,-3.667856212,-54.91861111,79,28.69270833,26.69872908,26.79,44.62,24.14181164
7317,25.5160007,90.5,6,6,,,,Asia,20.16292356,3328.001597,23.74124653,0.024006524,21.37843987,0.416127748,-3.558896719,3.636458333,1181,233.1493056,13.40659722,26.56,44.61,23.23922894
7318,25.5160007,91.5,51,40,9,1,1,Asia,19.17570838,4533.960486,20.71477113,0.051345196,23.13450598,0.152453329,-3.394414084,-59.07076389,1842,726.2569444,14.62875,25.81,44.81,20.34000558
7319,25.5160007,92.5,6,6,,,,Asia,20.40605554,2795.698056,21.02984317,0.005664661,5.500281619,0.029306169,-3.329791665,-195.0270833,1491,671.6475694,12.38763889,25.33,44.51,20.33856412
7320,25.5160007,93.5,37,29,5,3,,Asia,21.67665968,1900.282847,21.27877604,8.00E-06,0.019000002,9.39E-05,-3.372702534,-209.8020139,2325,663.6875,13.57527778,24.73,44.57,20.14760971
7321,25.5160007,94.5,20,18,1,1,,Asia,20.93897222,1953.743542,17.83844705,0.000149249,0.11266376,0,-3.548596939,-206.8061806,2453,1348.748264,11.29736111,23.38,42.48,17.68592251
7323,25.5160007,96.5,1,,,1,,Asia,21.41295832,2518.916528,22.38838512,0.011064687,2.013999992,0.049835314,-3.633326968,-313.1323611,1445,447.9201389,11.098125,27.73,46.76,20.88633179
7324,25.5160007,97.5,22,17,4,,1,Asia,21.3077083,2243.273194,21.44241378,0.007772625,2.708883156,-2.050376804,-3.480694717,-154.441875,2538,609.5902778,13.47506944,30.52,48.41,19.46117648
7325,25.5160007,98.5,124,99,16,8,1,Asia,22.09850694,1467.052569,14.82921615,0.001071438,1.498500016,0.007327298,-3.399478873,-133.0595139,2866,1977.211806,15.13451389,31.31,49.87,13.03411354
7326,25.5160007,99.5,29,23,5,1,,Asia,22.93841666,979.3579861,14.51651331,0.005942216,6.424965678,0.030457855,-3.303048908,-107.2272917,1756,2147.902778,17.05555556,32.51,50.67,12.86322253
7327,25.5160007,100.5,97,78,15,4,,Asia,23.65348612,834.4722222,15.24115943,0.024873586,5.982495719,0.091881753,-3.080104202,-58.084375,1991,2112.491319,17.09034722,32.65,51.23,14.74608572
7328,25.5160007,101.5,50,39,9,2,,Asia,24.24102082,778.8284028,16.21441956,0.002888834,4.397167139,0.016890731,-2.562357634,11.078125,1602,1951.430556,18.47666667,33.05,50.52,16.31861586
7329,25.5160007,102.5,97,77,15,4,1,Asia,23.55448611,866.2647917,14.37047714,0.00295787,5.062447419,0.126213272,-1.860771998,79.56006944,1755,2119.722222,18.13097222,33.34,50.53,15.42782582
7330,25.5160007,103.5,29,23,3,2,1,Asia,22.85263889,946.2790278,13.9391088,0.00598586,8.376328338,0.030637756,-1.207889769,120.2938194,1360,2074.810764,21.08638889,33.11,49.79,14.8931828
7331,25.5160007,104.5,33,30,2,1,,Asia,22.96731251,1153.300069,14.13385764,0.00174075,3.484500023,0.01105975,-1.132176778,143.8803472,1399,1825.012153,18.13409722,32.71,50.47,14.82595572
7332,25.5160007,105.5,61,55,5,1,,Asia,23.79850694,1270.480208,16.41784462,0.004194305,7.138376103,0.022959741,-1.55093749,90.65534722,1283,1169.371528,18.94506944,32.76,49.82,16.65387539
7333,25.5160007,106.5,51,46,5,,,Asia,24.71813889,1229.927014,16.48316262,0.014466707,15.48836487,-0.254698696,-2.016419565,28.92722222,1035,933.9739583,18.02020833,31.89,48.87,16.981151
7334,25.5160007,107.5,54,50,4,,,Asia,26.15809722,1276.908472,16.30105875,0.002629147,3.441950955,0.347937273,-2.254622093,-3.589236111,939,846.1128472,17.38298611,31.03,48,16.46355185
7335,25.5160007,108.5,44,40,4,,,Asia,26.87116667,1362.854236,16.73492159,7.91E-05,0.234499999,0.000746767,-2.260583619,10.94381944,1413,683.8420139,16.10715278,30.24,46.7,16.63103539
7336,25.5160007,109.5,92,76,12,4,,Asia,27.2245833,1582.71875,17.4798235,0.003800038,3.744904037,-0.485427857,-2.132346088,8.673263889,1353,472.3541667,16.59833333,28.58,46.01,17.05977154
7337,25.5160007,110.5,153,119,22,12,,Asia,27.4003958,1687.693681,17.09750029,0.003020313,3.811499987,0.017525046,-1.970532403,-29.28770833,1452,514.8003472,18.91583333,27.44,44.13,16.73662635
7338,25.5160007,111.5,58,51,7,,,Asia,28.03427081,1556.891736,17.34808564,0.006849211,7.914972899,-0.046867629,-1.926004653,-78.92125,1386,477.7777778,18.91131944,26.34,43.32,16.84705799
7339,25.5160007,112.5,117,99,15,2,1,Asia,28.72083329,1487.488125,17.6375298,0.003033753,5.159240946,0.017589565,-2.085290209,-115.3214583,1331,430.5763889,19.37833333,24.65,41.78,17.4774518
7340,25.5160007,113.5,121,95,22,3,1,Asia,27.9103958,1544.020069,16.9692419,0.013259798,8.912239615,0.057322352,-2.34024481,-138.7776389,1382,575.9618056,19.29909722,23.64,40.47,17.89938571
7341,25.5160007,114.5,105,85,17,3,,Asia,28.37106944,1553.615764,18.35096006,0.006042388,8.862391072,0.030870294,-2.590970205,-164.4229861,1355,349.9461806,20.95506944,21.94,39.39,19.23768221
7342,25.5160007,115.5,60,55,4,1,,Asia,28.08856247,1598.567014,18.57564033,0.000571313,1.426999974,0.004266319,-2.634433152,-189.73625,833,370.4600694,19.06166667,20.94,37.97,19.7210226
7343,25.5160007,116.5,108,81,21,3,3,Asia,27.00688888,1615.076389,17.89129833,0.001260887,2.22168513,0.008417604,-2.464067116,-206.9875694,1324,573.7934028,18.20604167,19.61,35.61,19.12145186
7344,25.5160007,117.5,90,70,16,4,,Asia,25.59618054,1515.398889,17.65930383,0.001812957,3.034372331,0.011444827,-2.23602865,-193.4063194,1109,657.5347222,18.67152778,18.2,33.87,18.7694483
7345,25.5160007,118.5,38,32,5,1,,Asia,24.19039538,1381.402783,18.13890142,0.006254703,6.372218354,0.031739002,-2.038101847,-171.66125,1346,465.3832753,19.87995173,16.44,31.96,19.43531608
7346,25.5160007,119.5,53,50,3,,,Asia,23.58324157,1287.310014,19.47205757,0.010978186,4.560769924,-0.006934739,-1.893599261,-174.9014583,788,117.3354037,24.8041958,15.38,29.36,20.54141838
7347,25.5160007,121.5,191,159,25,4,3,Asia,19.19810911,2914.066451,20.74647937,0.000278028,0.67661144,0.002276435,-1.618338572,-374.1019444,677,141.2268041,44.46279307,10.07,21.78,21.40512441
7356,26.5160007,-113.5,5,3,2,,,North America,26.10873366,82.6301646,21.45742918,0.008890591,5.585277076,0.041988143,-2.005435483,11.75076389,407,41.15441176,8.612571023,32.39,28.61,22.75094837
7357,26.5160007,-112.5,44,42,1,1,,North America,28.80204689,170.492606,21.77573866,0.000226188,0.554000002,0.001898651,-2.023503185,4.781527778,1281,376.72,5.055479639,36.2,32.94,22.63575308
7358,26.5160007,-111.5,53,51,1,1,,North America,27.97561171,213.0088685,22.66576887,0.001603966,1.375555721,0.010321963,-2.020556708,1.300555556,934,289.5400697,9.104040725,39.27,35.62,23.32999091
7359,26.5160007,-109.5,46,39,5,2,,North America,28.37650243,404.9545255,23.96277051,0.004175111,4.613055717,0.022873825,-2.274344299,-11.04861111,969,61.06354515,20.02516968,46.7,41.77,24.67657553
7360,26.5160007,-108.5,58,55,2,1,,North America,29.32159721,710.3475,24.02873582,0.022724058,11.56354497,0.085434968,-2.308877318,-23.11986111,1939,395.9045139,16.38715278,48.95,44.25,23.10876317
7361,26.5160007,-107.5,12,11,1,,,North America,29.13320138,982.8992361,19.15123061,3.57E-05,0.077555726,0.000365723,-2.369962953,-60.70784722,2350,1556.458333,13.945,50.5,46.35,16.39476218
7362,26.5160007,-106.5,10,7,2,1,,North America,29.97974305,775.7443056,13.67585243,0.00022975,0.294000007,0.001924965,-2.558611694,-54.78395833,1378,2378.989583,11.34590278,52.32,47.89,13.48721636
7363,26.5160007,-105.5,14,14,,,,North America,31.53130552,510.7573611,15.78838832,0.003062,1.772500007,0.01772496,-2.848111986,-52.55868056,1342,1892.897569,9.795972222,53.54,49.84,18.00407007
7364,26.5160007,-104.5,3,3,,,,North America,32.90834033,341.2850694,18.61920573,0.001122437,0.911999983,0.007623879,-3.093391782,-55.98916667,856,1437.904514,8.776944444,55,50.11,20.38506504
7365,26.5160007,-103.5,14,13,1,,,North America,32.35165979,251.8423611,20.20075029,0.001756604,1.05094429,0.01114455,-3.167782424,-50.88388889,899,1184.052083,12.51201389,55.6,50.86,21.84534836
7366,26.5160007,-102.5,31,31,,,,North America,30.03530552,246.4388889,19.92404977,0.000146,0.229499995,0.001289458,-3.053939248,-52.35534722,1306,1250.505208,11.80208333,54.73,50.74,20.81031879
7367,26.5160007,-101.5,37,37,,,,North America,28.80042361,299.71875,19.85323466,0.000404813,0.452999992,0.00316243,-2.897058462,-67.62631944,1762,1104.348958,11.85340278,56.09,51.46,21.08878091
7368,26.5160007,-100.5,23,21,1,1,,North America,29.59837498,431.9185417,21.56433217,8.81E-05,0.159499999,0.00082228,-2.867704838,-121.2346528,1442,631.953125,10.68145833,54.53,50.48,22.64605065
7369,26.5160007,-99.5,21,20,1,,,North America,30.08689582,517.2932639,22.95928761,0.046392771,23.30108155,0.44529357,-3.091881909,-126.9185417,1096,193.6822917,12.04854167,53.22,49.02,24.1974826
