Grid_ID,Lat,Lon,Richness,Continent,TEMPR,PREC,TEMP,AREA,PERIMETER,Hw,TEMPLGM,PRECLGM,ALTR,ALTM,MDE,HII
858,-28.4839993,-68.5,88,South America,22.10790277,129.1784722,7.773321761,0.002172937,0.990499993,0.013323747,-2.721779223,3.914097222,4924,3158.239583,140.27,5.020486111
859,-28.4839993,-67.5,71,South America,27.77785414,194.7509028,13.58767679,4.17E-05,0.057499997,0.000420999,-2.753570026,11.169375,4263,2115.711806,146.75,5.897569444
860,-28.4839993,-66.5,70,South America,31.03581943,346.8342361,18.10935473,3.31E-06,0.008,4.18E-05,-2.918653347,10.58868056,3560,1094.875,152.93,9.455625
861,-28.4839993,-65.5,163,South America,28.79410412,565.0604167,18.77294733,0.00056525,0.584999994,0.004227077,-3.351811909,9.237083333,2958,791.3663194,155.9,12.27243056
862,-28.4839993,-64.5,39,South America,28.70714573,618.8413194,20.35888481,0.004880916,2.502057225,0.025978294,-3.827069178,-6.348680556,494,231.5243056,154.97,12.89451389
863,-28.4839993,-63.5,34,South America,27.86851378,635.6170139,20.49323781,0.001742162,2.166334326,0.011067305,-4.151928574,-37.40993056,65,120.3506944,152.31,12.55895833
865,-28.4839993,-61.5,228,South America,26.38313889,889.2700694,20.25698092,0.010132124,6.679555738,0.046527164,-4.188672456,-52.56166667,26,73.86979167,159.33,11.63791667
866,-28.4839993,-60.5,235,South America,24.91794426,1006.340486,20.17450229,0.037651641,28.49972281,0.123473991,-4.051985781,-58.60708333,15,61.50347222,165.04,6.906597222
867,-28.4839993,-59.5,342,South America,23.84149984,1079.424236,20.44481599,0.075455106,60.9896931,-4.428257955,-3.892007276,-80.23548611,35,52.15104167,168.53,17.61104167
868,-28.4839993,-58.5,379,South America,23.52191656,1176.8,20.63602833,0.048828711,43.95725526,-0.041934957,-3.729502201,-112.7461111,45,63.68576389,169.31,13.82513889
869,-28.4839993,-57.5,298,South America,23.08564595,1407.974444,20.70949768,0.040523449,38.85816557,0.129913092,-3.56207348,-142.3025,38,66.765625,166.91,7.673333333
870,-28.4839993,-56.5,364,South America,23.15589559,1537.992986,20.6859557,0.034729642,17.76215955,-0.593068872,-3.368422183,-157.8639583,92,73.46006944,162.97,11.556875
871,-28.4839993,-55.5,356,South America,22.48425681,1732.589444,20.49729282,0.025683491,16.2579575,-3.016904052,-3.130539664,-166.3334028,244,120.3767361,159.74,15.68375
872,-28.4839993,-54.5,203,South America,21.64254169,1837.373958,19.69889294,0.003800068,4.027171973,0.021176776,-2.867135699,-144.2245139,345,273.7552083,156.01,16.92555556
873,-28.4839993,-53.5,201,South America,21.22101393,1743.67625,18.78961256,0.01919628,13.20798909,0.069042171,-2.617605029,-91.73618056,302,422.0052083,150.12,22.18993056
874,-28.4839993,-52.5,210,South America,19.97428476,1698.035486,17.79175348,0.005605349,4.913288117,0.023624224,-2.425604465,-38.929375,439,574.1944444,144.08,21.0575
875,-28.4839993,-51.5,218,South America,19.40747916,1690.319375,16.84266261,4.95E-05,0.150774269,0.000490771,-2.301688111,-11.14284722,642,712.5295139,137.44,18.19555556
876,-28.4839993,-50.5,292,South America,18.23943751,1608.085,15.82851187,0.002315444,3.350388808,0.014050472,-2.254203979,6.083194444,690,954.3368056,127.88,16.74861111
877,-28.4839993,-49.5,350,South America,18.42902699,1516.221066,16.9452362,0.0027985,3.918999994,0.016451463,-2.267617474,45.74381944,1599,595.1462963,118.09,19.25200773
878,-28.4839993,-48.5,226,South America,16.87976329,1496.319132,19.38693953,0.001794063,2.081999993,0.011344346,-2.273824363,73.23340278,630,117.0165289,105.5,21.93738755
942,-27.4839993,-70.5,38,South America,18.60067368,23.88029316,14.21569903,0.000181181,0.23455573,0.001561057,-2.616071189,-3.332638889,2117,737.3273703,118.03,15.03452108
943,-27.4839993,-69.5,80,South America,18.07325695,56.23201389,6.54779977,0.001916403,0.765888551,0.011991519,-2.781532408,-3.304583333,4202,3401.782986,131.54,9.704722222
944,-27.4839993,-68.5,76,South America,19.76591668,113.1139583,1.82441956,0.004866813,2.356499987,0.025917315,-3.128459489,2.077013889,3329,4576.736111,142.13,4.993819444
945,-27.4839993,-67.5,62,South America,25.23495834,127.8640278,12.26484925,0.0004235,0.232,0.003289306,-3.314497397,9.413611111,4056,2579.288194,148.37,6.510277778
946,-27.4839993,-66.5,143,South America,28.63609719,252.8204861,15.55545371,0.00043675,0.213999992,0.003378763,-3.552429113,11.79486111,4182,1920.881944,153.22,8.089861111
947,-27.4839993,-65.5,173,South America,27.06189576,773.8205556,18.93807261,0.016339655,5.241455767,0.054582571,-3.661512393,14.29541667,4437,738.4027778,154.42,18.41152778
948,-27.4839993,-64.5,139,South America,27.9425764,685.4080556,20.44625896,0.021057756,6.811028472,0.077311039,-3.760920657,0.182013889,440,270.1024306,152.54,18.67958333
949,-27.4839993,-63.5,38,South America,27.58908346,616.0593056,21.0397312,0.012550437,5.4264443,0.054945811,-3.844550148,-26.49777778,55,155.3732639,140.08,11.59104167
952,-27.4839993,-60.5,189,South America,24.72984739,1052.047153,20.78701793,0.000425,0.922500009,0.003299454,-3.871116957,-40.86868056,40,77.94791667,168.78,16.39694444
953,-27.4839993,-59.5,216,South America,23.82317389,1218.267847,20.91607147,0.004392875,5.775555746,0.023843521,-3.765370404,-70.20354167,35,62.89236111,171.43,12.48555556
954,-27.4839993,-58.5,362,South America,22.88543762,1368.1375,21.15384576,0.073818767,39.20650888,-12.42671632,-3.682781882,-115.9906944,29,60.10243056,173.35,17.66979167
955,-27.4839993,-57.5,319,South America,22.16689599,1406.711111,21.37292009,0.064746398,32.29640832,-5.880325706,-3.6224251,-155.309375,54,68.15104167,171.31,11.87076389
956,-27.4839993,-56.5,354,South America,21.69888915,1567.541806,21.36963572,0.156503679,36.79624175,-16.49670728,-3.513944788,-179.3429861,116,88.60069444,168.23,14.38208333
957,-27.4839993,-55.5,394,South America,21.84313874,1693.901458,20.95641203,0.030888901,8.537391823,-5.486393844,-3.306852213,-178.3904861,353,186.4756944,163.97,20.18229167
958,-27.4839993,-54.5,291,South America,22.25657639,1758.624097,20.09947452,0.008489292,3.188396721,-2.925920243,-3.016544272,-139.6975,437,286.90625,161.31,18.873125
959,-27.4839993,-53.5,331,South America,22.3429028,1881.743125,19.06193866,0.012107147,5.946291629,-5.059551468,-2.720684874,-94.80243056,381,409.4513889,156.23,19.99340278
960,-27.4839993,-52.5,262,South America,20.35852775,1884.447222,18.18429225,0.04045828,32.33598174,-5.021549479,-2.495103334,-45.18284722,618,593.9322917,150.73,20.7525
961,-27.4839993,-51.5,284,South America,20.39473611,1649.047639,16.99544069,0.025772814,19.0129829,-5.801999152,-2.345531587,-17.15368056,655,746.9861111,142.69,19.47645833
962,-27.4839993,-50.5,269,South America,19.8679583,1573.885972,15.68423322,0.005595256,6.447238586,0.029016082,-2.276558406,-10.07798611,969,910.15625,135.14,16.55354167
963,-27.4839993,-49.5,268,South America,18.62105555,1627.600972,16.6048151,0.000278437,0.501499994,0.002279378,-2.257118643,16.08618056,1485,712.9791667,127.28,17.68083333
964,-27.4839993,-48.5,290,South America,17.54743062,1626.997951,18.71983501,0.00260975,1.421499969,0.0155241,-2.265737006,38.64965278,1000,237.652921,114.42,22.47860837
1027,-26.4839993,-70.5,38,South America,17.76602941,10.81490196,15.41385907,0.0012065,0.602000003,0.008107718,-2.436602145,-1.435972222,1856,813.9609195,110.31,10.56515345
1028,-26.4839993,-69.5,31,South America,17.85829167,24.48673611,10.5766794,0.002784855,1.518667164,0.016384859,-2.787486113,-1.770763889,3810,2850.413194,130.64,8.293194444
1029,-26.4839993,-68.5,69,South America,20.34078473,75.56340278,3.016937499,0.004964778,2.270944292,0.026340066,-3.370775169,0.382361111,2495,4558.619792,140.9,5.149027778
1030,-26.4839993,-67.5,63,South America,22.75106251,90.94305556,6.729262733,0.002463896,1.41744428,0.014798185,-3.871636861,6.077638889,2708,3954.626736,149.55,5.247361111
1031,-26.4839993,-66.5,167,South America,24.36968057,155.4346528,8.445358798,0.002807312,1.428499995,0.016494442,-4.093663769,19.03777778,3388,3569.416667,156.11,7.333888889
1032,-26.4839993,-65.5,199,South America,24.21943056,493.7403472,16.15939902,0.001529829,0.681559988,0.009917267,-3.929999998,25.06375,4145,1647.611111,157.93,16.4875
1033,-26.4839993,-64.5,178,South America,25.61185412,712.19875,20.09004426,0.000441875,0.713111436,0.003413257,-3.682059064,6.364930556,2020,468.9322917,152.73,13.69993056
1036,-26.4839993,-61.5,192,South America,25.7625069,773.320625,21.8021415,2.08E-05,0.035611448,0.000224227,-3.651344601,-26.45194444,98,142.2777778,151.51,10.58
1037,-26.4839993,-60.5,199,South America,24.1515348,1025.205208,21.52531076,0.000341687,0.618500001,0.002727218,-3.63214522,-31.79666667,49,102.1163194,167.34,16.50173611
1038,-26.4839993,-59.5,221,South America,23.44279866,1174.043819,21.62125549,0.006875832,8.191777126,0.034239875,-3.570697944,-64.05583333,37,81.109375,173.07,15.52347222
1039,-26.4839993,-58.5,253,South America,22.47295842,1332.043611,21.85374999,0.024627978,22.18525727,-6.53563152,-3.571378819,-113.464375,27,63.671875,175.19,15.42527778
1040,-26.4839993,-57.5,209,South America,21.25822218,1445.257569,21.90322222,0.024877761,26.00693521,-1.410948771,-3.628453977,-159.2069444,141,77.30729167,174.44,12.18333333
1041,-26.4839993,-56.5,121,South America,21.13617397,1507.655625,21.81928995,0.005378008,6.411890079,0.028102445,-3.617982618,-194.3650694,280,112.6180556,172,19.24479167
1042,-26.4839993,-55.5,216,South America,21.87902072,1577.529236,21.32606422,0.003510593,1.737185214,-0.269832189,-3.446244824,-187.1307639,304,237.5954861,169.63,17.66729167
1043,-26.4839993,-54.5,229,South America,22.74916664,1677.542778,20.00044416,0.006368812,2.384380943,-1.964297545,-3.131043979,-156.0376389,446,323.4131944,165.27,15.52965278
1044,-26.4839993,-53.5,336,South America,22.48148613,1950.937917,18.34845544,7.57E-05,0.177000004,0.000718191,-2.797589679,-109.3359722,651,576.3263889,162.26,16.98076389
1045,-26.4839993,-52.5,286,South America,22.07020833,2019.638472,17.38282177,0.002364611,2.495260983,0.014299138,-2.533783286,-47.82826389,828,762.453125,156.39,19.25708333
1046,-26.4839993,-51.5,359,South America,20.81097223,1723.469792,15.75016957,0.021566635,10.2840278,0.051560287,-2.383315125,-7.537361111,627,1051.045139,150.57,17.12340278
1047,-26.4839993,-50.5,268,South America,20.78598612,1552.467083,16.08256337,0.001524994,2.070055768,0.009890752,-2.288526606,-12.76069444,776,899.9930556,143.28,19.47416667
1048,-26.4839993,-49.5,341,South America,19.07762501,1552.771597,17.16304544,0.001200451,2.064001674,0.008073102,-2.245856792,-5.235763889,1065,656.3107639,134.62,20.61388889
1049,-26.4839993,-48.5,319,South America,17.25046378,1718.115213,20.10674086,0.000334188,0.477999999,0.002674773,-2.200643783,1.166666667,1279,83.44017094,127.26,25.62174321
1111,-25.4839993,-70.5,38,South America,18.48229142,7.386888835,16.23922302,3.54E-05,0.094500002,0.000363154,-2.302773434,-1.328819444,2372,1025.747159,101.69,9.083252545
1113,-25.4839993,-68.5,145,South America,21.67131943,46.008125,5.337850117,0.001734874,1.788999987,0.011028281,-3.381065683,-0.237916667,1913,4231.536458,141.5,6.441458333
1114,-25.4839993,-67.5,138,South America,23.61097223,76.03236111,6.121912905,0.004890549,2.978500031,0.026019924,-3.967634547,3.520416667,2672,4161.333333,151.79,4.556111111
1115,-25.4839993,-66.5,141,South America,24.2203125,132.34375,8.730703124,0.0025845,1.753499982,0.015399028,-4.134477427,18.03888889,3678,3578.645833,158.3,6.825138889
1116,-25.4839993,-65.5,138,South America,24.25071526,372.6304861,15.68894445,0.01432094,4.741877632,0.039130526,-3.900514472,36.45895833,3645,1815.65625,161.42,11.79041667
1117,-25.4839993,-64.5,140,South America,25.2637152,667.3253472,20.06107637,0.00268,0.5705,0.015870795,-3.531557307,18.38180556,1609,591.6736111,160.14,14.87243056
1120,-25.4839993,-61.5,201,South America,25.2308199,736.51,22.20867884,1.86E-05,0.056000003,0.000202845,-3.408700519,-9.308125,49,153.7170139,164.7,5.276736111
1121,-25.4839993,-60.5,214,South America,24.04222908,926.6554167,22.11622625,0.003553313,4.070331639,0.381192428,-3.430471328,-20.26694444,43,120.8645833,172.01,9.508472222
1122,-25.4839993,-59.5,226,South America,23.55590275,1032.991944,22.3840599,0.006949773,8.450667088,0.034533742,-3.421355833,-62.99243056,37,99.02083333,175.23,11.38291667
1123,-25.4839993,-58.5,189,South America,22.62472908,1149.967292,22.54938306,0.007522276,5.098278633,0.036783075,-3.471508891,-107.8102083,32,78.30902778,176.72,13.55986111
1124,-25.4839993,-57.5,319,South America,20.74668748,1409.524653,22.47480409,0.02769874,13.67645393,-5.731629771,-3.569180568,-163.183125,294,95.99826389,177.79,20.10895833
1125,-25.4839993,-56.5,157,South America,20.5838264,1538.263542,22.28017101,0.000883159,1.75922138,0.006210376,-3.59095283,-227.6252778,444,166.3177083,176.68,18.43909722
1126,-25.4839993,-55.5,96,South America,21.4087776,1613.630278,21.58389292,0.046630762,18.96322888,0.135570245,-3.439232608,-212.6715278,183,262.8506944,173.68,17.21840278
1127,-25.4839993,-54.5,358,South America,22.30438184,1744.400347,20.68504137,0.127106629,38.44298568,-3.210522569,-3.132922988,-163.9388889,385,262.3177083,170.67,21.37472222
1128,-25.4839993,-53.5,298,South America,22.47552779,1837.140347,18.79211921,0.037367582,14.10283364,-4.238551663,-2.799467007,-111.699375,599,486.5746528,166.08,19.06666667
1129,-25.4839993,-52.5,210,South America,21.24057641,1785.732708,17.9362746,0.041392175,20.73536682,-1.336273562,-2.540550052,-57.97798611,579,688.9184028,162.48,20.69479167
1130,-25.4839993,-51.5,232,South America,19.20349998,1693.118889,16.59820747,0.004899814,4.178980808,0.026059943,-2.399663509,-46.40888889,697,1012.583333,155.08,18.98625
1131,-25.4839993,-50.5,249,South America,19.9955,1483.943472,17.20507554,0.000896313,1.352499997,0.006289623,-2.288616029,-47.99972222,600,848.1736111,149.09,21.96416667
1132,-25.4839993,-49.5,303,South America,18.81641663,1507.863889,17.18174508,0.003232875,3.218499991,0.018538545,-2.239862576,-40.37770833,634,888.125,141.68,22.63326389
1133,-25.4839993,-48.5,331,South America,16.76692369,1897.389883,19.69692921,0.001009125,1.430499986,0.006961622,-2.172172485,-41.38375,1271,325.2874109,133.27,18.17549601
1134,-25.4839993,-47.5,61,South America,15.82039996,2207.552,21.84333327,0.001011322,0.225504056,0,-2.132236418,-43.15090278,394,73.66666667,124.09,22.88628763
1204,-24.4839993,-70.5,28,South America,18.88278445,2.93607129,14.48510375,3.72E-05,0.095000001,0.00037987,-2.201421312,-1.522777778,2801,1658.987952,83.79,12.41249515
1206,-24.4839993,-68.5,132,South America,22.88812501,34.77930556,7.401558449,0.001255286,1.003055722,0.008385803,-3.111467017,0.186527778,3176,3832.442708,139.76,11.31388889
1207,-24.4839993,-67.5,131,South America,24.70718747,73.17090278,7.674764179,0.002461639,3.844444259,0.014786886,-3.532397859,2.886527778,1733,3857.682292,151.29,5.242361111
1208,-24.4839993,-66.5,150,South America,25.31990972,129.0453472,6.293046298,0.001120375,1.264999997,0.007611931,-3.702385706,20.01,3090,4177.904514,158.44,7.021944444
1209,-24.4839993,-65.5,182,South America,24.44890278,460.4274306,13.5661007,0.001391375,1.021500024,0.009151717,-3.527985248,53.69583333,4453,2317.855903,163.07,17.06993056
1210,-24.4839993,-64.5,178,South America,24.68106942,697.2004861,19.65400753,0.000291812,0.222999997,0.002375178,-3.290839415,37.98013889,1753,832.4947917,164.6,12.53076389
1211,-24.4839993,-63.5,144,South America,25.98344441,726.0972917,22.2707196,0.000735313,0.878500007,0.005305438,-3.150438062,13.33104167,169,274.140625,165.45,8.586458333
1212,-24.4839993,-62.5,246,South America,25.74117344,653.7579167,22.62752605,0.007505166,4.750343091,-2.468822606,-3.1530214,5.721736111,68,201.3732639,168.72,7.883402778
1213,-24.4839993,-61.5,214,South America,25.04869454,706.3504167,22.72301131,0.011978462,6.038491883,-3.320245936,-3.229506711,5.863402778,47,163.3055556,170.29,8.624305556
1214,-24.4839993,-60.5,213,South America,24.40863173,823.2574306,22.83801822,0.002996586,2.989899694,0.344329917,-3.308835283,-18.94479167,43,136.8125,175.43,8.432847222
1215,-24.4839993,-59.5,191,South America,24.20915984,932.283125,23.07167475,0.003946237,4.908722927,0.021842392,-3.36728757,-78.99125,38,112.0850694,177.8,8.219513889
1216,-24.4839993,-58.5,183,South America,23.2257013,1029.778403,23.27475721,0.001180906,0.988611455,0.007961048,-3.415548665,-125.4567361,28,90.69618056,179.59,7.917638889
1217,-24.4839993,-57.5,36,South America,21.22208328,1269.708264,23.43402112,0.017768027,9.662368661,-4.20891252,-3.444748053,-172.6580556,51,71.87326389,180.1,9.969513889
1218,-24.4839993,-56.5,65,South America,20.75134723,1487.207569,23.21710936,0.001359341,2.51377856,0.00897268,-3.409302663,-230.9764583,309,161.625,179.82,17.17625
1219,-24.4839993,-55.5,87,South America,20.76602079,1563.139514,22.13875085,0.00076739,1.313055733,0.005504118,-3.258470751,-219.47875,309,254.9704861,177.8,17.39520833
1220,-24.4839993,-54.5,272,South America,21.23315974,1631.744931,21.02082147,0.142757207,36.11134468,0.515795339,-3.011404243,-167.9663194,256,303.375,175.07,19.94
1221,-24.4839993,-53.5,212,South America,21.02936114,1583.088681,20.01697251,0.00702487,1.372343382,0.231594194,-2.745485569,-116.17375,527,448.5138889,172.17,23.02347222
1222,-24.4839993,-52.5,237,South America,19.55078471,1600.222083,19.18174537,0.000890875,0.880500009,0.006256888,-2.531660581,-73.57597222,616,586.9097222,166.55,22.03458333
1223,-24.4839993,-51.5,224,South America,19.83730557,1559.405903,18.70256597,0.007341123,3.150231363,-3.274599127,-2.39348095,-78.055,770,690.5850694,161.75,22.24236111
1224,-24.4839993,-50.5,231,South America,19.97657637,1432.689028,17.8079242,0.001030687,1.094500012,0.007088583,-2.320903611,-112.0177778,693,855.2361111,155.85,20.45493056
1225,-24.4839993,-49.5,262,South America,19.56638888,1379.054514,18.01670428,0.000105875,0.274999992,0.0009691,-2.240881111,-121.7882639,943,845.046875,148.92,20.36847222
1226,-24.4839993,-48.5,246,South America,18.19982641,1457.212292,19.30330874,9.54E-05,0.275999995,0.000883469,-2.166273717,-129.0827083,961,583.2673611,140.8,17.16791667
1227,-24.4839993,-47.5,134,South America,16.09206345,1766.734883,21.11378102,0.006612113,3.190315853,-0.842859989,-2.083755791,-155.5906944,953,188.7401392,132.84,19.85129451
1228,-24.4839993,-46.5,113,South America,14.81428574,2211.033654,21.25838193,3.13E-06,0.013000001,3.96E-05,-2.005471605,-159.3311111,754,143.8636364,121.05,23.31497649
1304,-23.4839993,-70.5,28,South America,16.61270824,0.916976456,16.59717462,0.000118438,0.261000005,0.001070808,-1.984591433,-0.834930556,1558,686.1069182,93.99,16.9919701
1306,-23.4839993,-68.5,27,South America,24.49201387,26.02951389,12.69573554,0.006134938,3.114999989,0.031249871,-2.622993632,1.020902778,1519,2628.369792,141.12,4.470416667
1307,-23.4839993,-67.5,150,South America,25.49022917,75.70555556,5.45237934,0.015547319,8.628555726,0.06473697,-2.960843751,5.219166667,2806,4277.109375,152.89,4.607083333
1308,-23.4839993,-66.5,149,South America,26.3107153,125.9084722,7.671328415,0.020398688,4.709499995,0.0793975,-3.045706885,20.784375,1447,3979.621528,159.84,4.771111111
1309,-23.4839993,-65.5,175,South America,25.29026389,270.4720139,10.27774537,0.012526625,3.32200001,0.054865351,-3.055345488,68.87541667,3824,3381.196181,164.9,8.879861111
1310,-23.4839993,-64.5,190,South America,24.01644443,885.8136111,20.32995688,0.000143063,0.305500005,0.001266422,-2.958147288,73.72541667,3449,822.5208333,168.3,15.47513889
1311,-23.4839993,-63.5,126,South America,25.15209727,956.9630556,22.87739669,0.002691349,0.89757981,0.274093287,-2.925741611,35.54513889,331,271.2916667,171.65,13.75659722
1312,-23.4839993,-62.5,219,South America,25.48760404,724.4996528,23.13270775,0.003230093,1.339564064,0.32602917,-2.952535696,22.31881944,43,210.8072917,174.91,8.060625
1313,-23.4839993,-61.5,162,South America,25.06566672,638.1779167,23.33100262,0.004010875,3.753500023,0.022135,-3.063241672,9.500277778,54,181.3020833,177.01,8.262083333
1314,-23.4839993,-60.5,161,South America,24.68125704,633.3902778,23.40351155,0.001525125,2.35399998,0.009891471,-3.222194157,-36.73104167,42,148.1215278,177.81,7.774097222
1315,-23.4839993,-59.5,25,South America,24.12034746,821.5714583,23.6518779,0.001161312,2.296999979,0.007848387,-3.35275956,-106.71625,32,118.0208333,180.21,7.816527778
1316,-23.4839993,-58.5,93,South America,22.79333327,1015.689375,23.787263,0.000550534,1.25894427,0.004131552,-3.371250899,-185.8297222,26,96.06076389,181.74,8.378055556
1317,-23.4839993,-57.5,136,South America,21.02702077,1277.312778,23.92414757,0.017926438,6.124582727,-5.026960783,-3.292932636,-216.8579167,117,89.71354167,183.44,13.611875
1318,-23.4839993,-56.5,63,South America,20.25313883,1498.874236,23.2130431,0.000464812,0.625999998,0.003566914,-3.187112251,-221.3320139,525,207.9149306,182,17.44791667
1319,-23.4839993,-55.5,26,South America,19.95752777,1619.553681,22.16247511,0.000181229,0.353444279,0.001561424,-3.050755796,-202.8700694,408,353.453125,181,17.44006944
1320,-23.4839993,-54.5,216,South America,20.10874307,1554.843542,21.65752866,0.110927214,2.157383105,0.356572567,-2.880800061,-149.12375,216,332.7899306,178.99,19.72604167
1321,-23.4839993,-53.5,222,South America,20.37793057,1392.437222,21.33625926,0.097923762,8.500011029,-10.12135295,-2.694374998,-111.2570833,243,326.2916667,175.75,22.58083333
1322,-23.4839993,-52.5,212,South America,19.63820139,1345.594653,20.19666523,0.007945337,3.014392157,-3.029144905,-2.528065983,-81.36534722,338,417.4618056,172.23,24.38666667
1323,-23.4839993,-51.5,227,South America,19.75527777,1445.949514,19.61393548,0.002413148,1.509617117,0.019711565,-2.449455501,-79.27833333,767,572.6979167,166.49,25.30381944
1324,-23.4839993,-50.5,200,South America,19.77631252,1351.721389,20.14440363,0.004380418,3.694251651,0.015254472,-2.41212907,-115.9684722,697,579.2204861,159.86,24.04569444
1325,-23.4839993,-49.5,225,South America,19.33703471,1255.55375,20.07887847,0.077056658,39.38311573,0.157070055,-2.355918998,-155.82875,426,602.8802083,153.63,25.31479167
1326,-23.4839993,-48.5,94,South America,18.4413472,1217.237917,19.46924797,0.026143972,17.59819275,0.071947014,-2.280178526,-162.0709722,413,664.875,146.94,22.25583333
1327,-23.4839993,-47.5,99,South America,16.72768747,1309.052083,18.81995718,0.003744099,5.388385714,0.020920432,-2.211855343,-163.6577083,580,695.7951389,138.11,24.96798611
1328,-23.4839993,-46.5,230,South America,16.04079982,1672.135141,18.40609113,0.027207024,27.5638322,0.082787714,-2.114684623,-220.8591667,1189,739.7918149,129.48,28.87665575
1329,-23.4839993,-45.5,153,South America,17.48398295,1692.968307,18.6623029,0.022132347,26.75665226,0.072038087,-1.943377324,-234.0039583,1406,653.5637584,120.52,24.45445086
1330,-23.4839993,-44.5,91,South America,18.0328999,1893.36446,19.45344433,3.40E-05,0.099999998,0.000349831,-1.808466683,-236.033125,1462,413.2785714,107.65,20.63780441
1331,-23.4839993,-43.5,42,South America,16.67839331,1276.955679,23.15999538,0.000590644,0.554832821,0.004391022,-1.904599568,-162.3948611,191,33.68,97.03,26.1369863
1407,-22.4839993,-70.5,27,South America,17.5236715,0.679817499,16.1097636,8.79E-05,0.140999997,0.000821238,-1.796425929,-0.588194444,1743,1014.60119,94.41,12.29416576
1408,-22.4839993,-69.5,27,South America,21.83461113,4.396458333,15.23206597,0.000871938,1.086499978,0.006142619,-2.074937787,0.108888889,1934,1655.807292,126.19,9.730763889
1409,-22.4839993,-68.5,29,South America,25.59692361,32.93465278,9.970207757,0.004793125,2.421999988,0.025598032,-2.328188079,2.476666667,3077,3109.635417,139.7,13.96430556
1410,-22.4839993,-67.5,108,South America,26.25947918,89.08215278,3.391343462,0.012610172,6.838499992,0.055147455,-2.543212669,7.993958333,2321,4686.723958,152.83,4.427222222
1411,-22.4839993,-66.5,103,South America,26.43613887,154.0881944,6.443718461,0.013475,5.307499979,0.058035736,-2.62177575,22.95555556,1887,4320.564236,159.58,6.746319444
1412,-22.4839993,-65.5,154,South America,25.92695142,282.0215972,10.03869271,0.006087187,1.813000015,0.031054208,-2.687936059,62.06680556,2667,3705.982639,165.15,10.268125
1413,-22.4839993,-64.5,157,South America,22.69713192,951.1486806,19.62429919,6.03E-05,0.093499999,0.00058545,-2.669368933,87.18826389,3472,1257.583333,170.29,13.33763889
1414,-22.4839993,-63.5,135,South America,23.89995826,1092.818542,23.09927779,0.00052709,0.608444268,0.00397855,-2.680233514,59.99444444,782,415.2725694,171.13,13.73340278
1415,-22.4839993,-62.5,204,South America,24.94447907,683.9884722,23.56795198,0.012906273,5.815225656,-4.810993117,-2.72910855,27.52208333,83,246.6545139,170.99,8.286527778
1416,-22.4839993,-61.5,5,South America,24.43010422,604.7684722,24.17214698,0.000304812,0.293500002,0.002467705,-2.874920347,-6.855625,69,203.8420139,177.68,6.810138889
1417,-22.4839993,-60.5,14,South America,23.94408342,687.3908333,24.37269473,8.06E-06,0.018499999,9.46E-05,-3.09001765,-68.78729167,52,156.9392361,174.81,9.186527778
1418,-22.4839993,-59.5,17,South America,23.31684729,709.9091667,24.5893834,0.002606,4.046999996,0.01550554,-3.265092629,-167.3351389,37,120.0434028,179.99,9.501736111
1419,-22.4839993,-58.5,13,South America,21.75309025,980.3747222,24.37117909,0.000804443,1.437655971,0.18671036,-3.26882813,-245.6815278,33,96.08680556,181.85,5.728263889
1420,-22.4839993,-57.5,80,South America,20.31295143,1291.422986,23.96116288,0.015233123,5.546536807,-5.254119822,-3.144203161,-267.0610417,249,137.75,184.77,13.45513889
1421,-22.4839993,-56.5,95,South America,19.4630834,1443.645625,23.25301995,0.000240375,0.407,0.00200312,-3.031198767,-268.3127083,535,247.8506944,184.63,15.36090278
1422,-22.4839993,-55.5,43,South America,19.43747223,1545.701736,21.97235098,0.000688708,1.228055718,0.005014274,-2.956623561,-236.7241667,445,485.1597222,184.34,19.57923611
1423,-22.4839993,-54.5,82,South America,19.06888195,1504.870972,22.19652546,0.000603083,1.333944255,0.00447093,-2.878370662,-156.1438889,202,370.1979167,184.16,20.34819444
1424,-22.4839993,-53.5,362,South America,19.00551388,1380.207014,22.31621352,0.025078751,9.567204546,-5.297894729,-2.781017349,-126.0911806,213,313.2604167,179.59,20.13888889
1425,-22.4839993,-52.5,237,South America,18.82615272,1212.231667,22.16101562,0.115319185,22.08303963,-2.303166753,-2.678126197,-97.38152778,245,350.8090278,176.24,22.58173611
1426,-22.4839993,-51.5,224,South America,18.56657643,1245.116458,22.27099565,0.054963018,23.49033752,0.11470287,-2.669627064,-85.74381944,294,405.0104167,170.55,25.66597222
1427,-22.4839993,-50.5,221,South America,19.45424306,1236.313333,21.41535214,0.044089651,21.61720444,0.097309238,-2.734618077,-110.503125,292,458.7256944,164.68,25.57770833
1428,-22.4839993,-49.5,247,South America,19.26429166,1249.443333,20.83027517,0.000822926,1.105687726,0.005844952,-2.760006391,-161.7084722,306,553.8125,159.58,24.87597222
1429,-22.4839993,-48.5,126,South America,18.24855557,1260.691597,20.57696962,0.038842767,22.0138421,0.103424636,-2.737184582,-218.6546528,455,600.1579861,151.56,23.96555556
1430,-22.4839993,-47.5,216,South America,17.98181248,1286.956806,20.42503357,0.003778348,4.395267394,0.017432472,-2.716475992,-242.7861111,474,633.4357639,144.04,27.05576389
1431,-22.4839993,-46.5,111,South America,18.29382638,1500.488611,18.49942795,0.004685884,4.399366143,0.017966141,-2.636631359,-269.0929861,1000,969.6267361,136.22,23.54590278
